"Data Source","World Development Indicators",

"Last Updated Date","2017-03-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Seychelles","SYC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","0","0","0","1","1","1","1","5.5","5","1.7","2.7","1.7","4.9","3.9","6.9","9.6","5","4.9","9","12.3","11.6","7.1","7.8","9.9","9.8","15.4","","","",
"Syrian Arab Republic","SYR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","15","25","19","28","34","31","49","49","48","50.8","45.1","60.5","44.3","57.8","91.2","81.8","79.7","99.4","130.9","141.9","116.8","155.1","200.8","160.9","233.2","281.3","315","310.5","","","",
"Turks and Caicos Islands","TCA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","1","0","1","1","2","1","3.2","1.4","1.9","2","2.8","1.5","2.5","4.2","4.7","10","9.4","11","5.5","6.8","9.5","6.3","8.9","6","7","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","2480.94081934902","3716.94221571023","3937.1757970343","5469.80131070313","6325.70909266711","7218.65615876286","7140.57334356614","7907.17168710807","8600.80079839489","8970.1787656444","10237.8519539887","11771.1936171226","13451.1343376381","15201.4229159719","17291.5009893944","51105.8495069244","63183.3036123434","65254.4017870913","75732.1693044457","112845.338693946","164119.600239752","190947.391930028","217824.013669414","254429.967170739","296493.140054031","327697.288829412","378467.418697546","401225.765772773","434227.70533016","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8316.57389265456","32781.4866661043","35233.1546665191","32090.8126821474","32423.8964396382","32196.4968296039","31618.5526029338","32418.3824841187","57492.8909883194","60670.5","63867.7","65195","73624.3","82632.9","85016.7","92062.2","98653.3","106633.8","112858","119374.7","123810.8","130761.7","","","",
"Togo","TGO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","6","3","2","6","5","7","5","8","6","9.1","4","5.2","9.9","9.9","32.7","25.9","18.3","25","22.6","26","28.9","33.5","40","42.3","49.9","52.6","54.2","69.1","","","",
"Thailand","THA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","226","235","287","272","282","298","300","317","383","339.6","386.6","405.3","540.8","549.5","1548.5","1714.7","1877","2104.6","2687.7","3498.3","4271","4788.1","5709.1","5989.1","6966.2","7553.3","8364.7","8630.8","","","",
"Tajikistan","TJK","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","61","61","35.9","22.8","25.3","16.1","26","23.1","27.1","32","27.3","34.4","29.3","27.8","31.5","31","23.3","39.6","41.9","64.3","70.8","","","",
"Turkmenistan","TKM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","20","9","7.3","7.3","6","2.7","0.8","4.6","4","5.1","4","4.5","3.2","3.8","4.9","2.6","5","5.3","12.2","13.3","6.9","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","4570.69147032045","5505.81528021699","5557.87972731124","5531.85219256518","6281.50974498627","6746.0651357535","6926.28058906838","7746.6691609355","7829.70849199034","8323.94258284687","9336.82232694233","10286.5433587729","11512.3821994797","12758.0403031579","13720.3487080717","24508.2099272827","26509.2108039206","29542.8493648717","31672.8394419915","36138.7283040947","40764.8367428435","49406.4625127378","53304.7542378595","60933.2054642009","66161.763357142","70340.7","74752.1","81109.7","83342.2","","","",
"Timor-Leste","TLS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1902.85688755398","1814.35191603984","2004.43645713271","2206.48847713455","2099.93368051666","2269.81821474707","2219.5565182292","2177.33669315418","2412.37303807436","2551.69458210577","2535.59209209209","2768.94658324992","2997.7","3301.9","6764.6","7668.3","8769.9","10335.6","12897.9","15658.5","20143.8","24818.3","30697.5","37239.1","43358.8","52886.6","56156.9","56737.6","","","",
"Tonga","TON","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","1","0","0","1","1","0","1","1.6","0","1.1","0.5","0.8","0.3","0.8","1.8","1.4","1.1","0.7","2.7","3.4","0.5","2.9","1.4","1.9","1.3","1.3","","","",
"South Asia (IDA & IBRD)","TSA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","9934.48006651906","10285.8037408931","9484.66325115613","9345.63887153885","10227.7935681032","9699.80422473611","10040.8324998815","10635.7633241625","10369.794249778","10498.7792520171","9963.94144040719","10266.2457316851","10124.5230128086","10477.4447298564","10781.8053604409","22613.5749067448","23814.9195113677","25623.7729026057","28301.8","31237.8","36487","42496","48509.3","54958.7","62711.5","74043.5","89794.7","98401.1","104307.1","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","3748.62696790565","4779.4066880617","4637.50655547135","4659.56491054833","4587.42894940231","4417.17600797413","4465.06431727576","4404.69748035221","4331.85816458924","4265.32614574266","4096.33798606371","3952.52876211154","4016.54510441937","3973.15415859086","4047.20693763268","6659.18314725093","6821.72073402385","7564.59327369369","7845.0031768052","8709.19574617088","9602.23127950402","11365.2353809953","12661.6392921917","13315.2712011847","15357.4472620613","16961.7105613938","19014.8057142591","19193.4852943873","20163.9549207763","","","",
"Trinidad and Tobago","TTO","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","48","34","37","52","45","46","52","52","56","48.3","43.7","41.1","52.9","38.7","86.1","100.4","111.1","119.7","126.2","166.8","138.8","177.1","166.1","215.5","197.5","227.3","203.1","159.9","","","",
"Tunisia","TUN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","76","83","96","107","104","121","131","91","135","143","160.4","220.2","226.8","256.8","590","712.7","906.1","975.2","1330.4","1670","1917.9","2320","2748.6","3194.5","3461.9","3771.8","3859.8","4206.8","","","",
"Turkey","TUR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","251","","","","326","386","436","507","668","750","846","1048","1172","1397","1714.7","2228","2480.7","2795","3222.7","6601.2","8273.4","10587.2","12689.4","15462.5","17555.1","19371.9","21396.4","21816.2","24885","26172.8","27355.1","28329.2","30402.3","","","",
"Tuvalu","TUV","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","1","0","0","1","0","0.6","0.6","0","1.3","0.4","0.3","0.3","1","0","0","0.3","","","",
"Tanzania","TZA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","90","73","64","71","69","77","93","94","105","97","102.6","98.4","96.1","87.2","140.4","122.4","143.4","164.6","188.4","202.1","273.7","289.7","290","315.1","369","414.5","374.6","378.9","","","",
"Uganda","UGA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","23","27","21","17","29","20","29","44","39","41.7","50.5","51.5","63.9","71.1","122.9","125","126.5","135.8","202.4","216.8","212.8","281.2","258.8","317.5","410.7","443.8","454.7","473.9","","","",
"Ukraine","UKR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","0","","","","0","0","0","","","","","162","2894","2923","2515.8","2420.2","2265.2","2283.9","2354.9","4419.7","5154.6","4413.7","3976.2","4738.9","5057.5","4994.2","5156","5478.8","5312.1","5711.9","6118.7","6561.4","7217.8","","","",
"Upper middle income","UMC","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","11219.0820462574","14343.7397055823","14600.5951770972","15962.8946474756","17992.998627469","19086.7818754093","19383.5113751044","21379.7111360413","42608.803976136","45982.3586823181","44843.4304527699","47738.2036432198","50637.4422671035","53097.8054664678","56715.2983145671","119865.923869734","135943.290257471","144212.543205971","157984.954589653","206505.684118725","270705.59321227","310957.070945354","351020.585033019","403652.99719395","462805.125978675","507634.529615329","574667.857745612","606934.641453197","646082.492290686","","","",
"Uruguay","URY","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","31","33","42","50","57","64","81","91","84","103.4","110.9","140.6","140.6","150.3","220","226.5","263.4","276.5","298.9","342.5","355","381.6","443.2","486.2","509.3","579.2","584.1","590.6","","","",
"United States","USA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","132278","","","","137771","178266","172585","177662","187224","191559","194015","198864","197397","199769","193336.9","193161.2","189751.9","190431.4","188004.1","277784.1","277130.9","291995.7","299875.5","335064.2","363815.9","371105.3","376882.9","382256.8","388037.2","398121.9","409369.8","414758.5","412541.5","","","",
"Uzbekistan","UZB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","50","275","290","326.9","249.5","269","243.5","240.6","328.2","345.7","290","248.2","329.9","301.3","291.2","352.1","299.1","336.4","380.8","371.3","321.1","346.6","","","",
"St. Vincent and the Grenadines","VCT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.3","1","1","0","0","0.2","0","0.1","0.8","0.1","0","0.7","1.2","0","1.1","0.5","0.1","1.4","2.2","","","",
"Venezuela, RB","VEN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","307","293","292","328","314","329","377","395","420","437.3","426.2","488.4","533.9","498","972.7","984","982","1119","1083.1","1260.6","1339.7","1399.6","1633","1650.8","1490.1","1277.3","1387.8","1196.1","","","",
"British Virgin Islands","VGB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","45","48","52","66","60","65","74","67","61","103.5","117","120.5","99.7","110.9","185.3","215.1","205.9","283.3","317.6","387.8","441","504.5","784.4","871.8","1112","1217.9","1581","1848.4","","","",
"Vanuatu","VUT","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","1","2","3","1","4","0","2","1.3","1.2","1.9","0.8","3.6","2.8","2.2","3.3","5.5","7.8","7.8","6","2.6","4.4","5.6","6.3","7.9","6.4","7.1","","","",
"World","WLD","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","360871.371954679","429142.53140217","418169.955598729","437477.722271162","467117.311876047","479054.677026157","487393.993444012","518225.144051226","543357.53637138","569279.759409005","566826.604880169","583970.236094925","590695.877070301","604695.095461519","612544.074081387","974348.086243961","1000939.46885392","1043085.64491685","1093963.81585615","1245379.31819018","1421145.49194482","1516346.59651747","1606232.42894663","1701106.81603082","1814752.38248859","1906379.93410819","2043980.21910401","2125608.218079","2184419.89739184","","","",
"Samoa","WSM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4","1","2","2","2","5","4","5","2.6","0","2.3","1.5","1.3","4.7","3.6","6","3.8","4.8","5.1","9.4","5.1","2.8","5.4","6.1","6.6","2.5","4","","","",
"Kosovo","XKX","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","4.3","5.1","4.6","8.7","6.7","12.8","25.5","32.5","51.6","95.3","126.8","109.2","119.7","124.3","","","",
"Yemen, Rep.","YEM","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","11","4","9.3","8.2","13.6","9.1","10.7","21.2","39.4","26.4","29.8","38.9","44.3","52","46.1","59","81.3","106.3","119","118.7","127.1","","","",
"South Africa","ZAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","1782","","","","2025","2653","2670","2523","2499","2406","2552","2419","2377","2459","2350.7","2215.6","2222.9","2224.7","2302.5","3546.5","3664.9","4128.1","4076.6","4607.3","4901.2","5485.3","5724.5","6137.3","6949.7","7531","8471.5","8955.4","9679.1","","","",
"Zambia","ZMB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","44","34","51","44","36","23","40","24","24","35.9","22.5","28.7","29.9","25.9","29.8","47.2","59.5","47.6","43.6","59.9","68.9","69.5","91","73.3","92","107.7","108.8","117.3","","","",
"Zimbabwe","ZWE","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","98","77","116","123","131","103","119","124","139","111.5","113.9","125.3","110.1","104.8","217.9","197.5","158.4","169.2","133.6","129.9","167.2","169.7","130.1","118.9","155","149.8","186.6","210.2","","","",
